LAMMPS data file via write_data, version 29 Sep 2021, timestep = 300000

150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

69 2 -18.226003581577427 19.31693446940885 19.09556401763514 -1 -1 0
117 2 6.85458404879024 -15.78903360949866 -17.982605006921123 0 1 0
120 2 13.968261861152085 -8.035366041722883 -19.82775975575397 0 0 0
74 2 -14.369709917126931 -3.9538259089978047 -18.140450800387857 1 1 1
1 2 11.536820765773818 -4.17198692338575 -17.229540339065593 0 0 0
145 2 10.549543308436519 8.45357102978761 -19.38489098682985 0 0 0
126 2 3.5299514589844203 -14.124419322790978 -15.69857291066186 0 0 0
5 2 10.971340920642644 11.3718909599531 -18.672187239520134 0 0 2
8 2 4.043774677903013 14.48942540478482 -18.149874755276958 0 0 1
137 2 -0.18489849098793235 18.864920565336575 -17.66355331012957 0 0 0
88 2 10.608961759539488 19.849201125333703 -15.40502552222759 0 0 0
54 2 -11.27054207037122 7.014735871857303 -15.797005949905627 0 0 0
44 2 -18.456091311435284 9.851340618387564 -16.896593387786876 0 0 0
28 2 -7.357704638349075 15.874705872015173 -17.19171537126377 0 0 0
148 2 -19.880212701275536 -13.698422956788027 -13.479479813673883 0 0 0
105 2 -19.024448377320574 -11.783001075331805 -15.781483162664658 0 0 0
56 2 12.178155406358577 -11.67997046913167 -15.46350801910646 0 0 0
22 2 -17.549552070240747 -7.8199116715033234 -15.424052737080519 0 0 0
135 2 -6.3474995804908225 7.046751486997604 -16.64698698203262 0 0 0
142 2 4.593799680478262 8.306255587068865 -15.936414936736451 0 0 0
118 2 -17.439680237640896 8.622763112933256 -14.72166803640749 0 0 0
102 2 -1.2538983531555594 15.512286001812125 -15.212303564100319 0 0 1
20 2 12.3551523127736 -14.056749185257528 -12.723693519903659 0 0 1
41 2 4.17163154497696 16.47346433077233 -16.19947057867029 0 -1 1
77 2 -10.521276051926868 -14.765492584208227 -11.86952359885658 0 0 1
64 2 7.684181480756217 -14.658427989753923 -12.918897358735071 0 1 0
146 2 6.723102484644854 3.847266425180298 -12.994687075774007 0 0 0
109 2 -3.6187157410403996 14.795770638893574 -10.511502359974081 1 0 0
16 2 -12.37990000945367 15.634878921724072 -12.09614103342682 0 0 1
140 2 8.039212123546063 -19.464452115954845 -11.625513754824837 -1 0 0
59 2 -18.22140916850433 -15.601322429476939 -9.842693855186145 0 0 -1
23 2 6.324651290280787 -8.72082124686367 -10.177474542636045 -1 0 0
133 2 -14.551225616082757 -7.7441423840457855 -9.82795676317969 0 0 0
19 2 -5.0623712538987675 -1.5346940311802535 -10.9801521306759 0 0 1
79 2 0.40744735667930815 -0.5580204347055742 -10.906792222128695 0 -1 0
63 2 -9.069923177477309 15.835416914796095 -10.528340095813316 1 0 1
34 2 15.680271338424472 18.94391963115803 -9.532781872536518 -1 0 0
6 2 18.397998454245837 -14.469770605428543 -10.875380913328298 -1 1 1
43 2 -7.412149112201587 -9.387304439284543 -10.554422939678918 0 0 0
52 2 -3.885507224838372 -9.872469716806444 -9.398570120009124 0 0 0
42 2 -13.486499689402521 -2.224402189768312 -9.698622239539512 0 0 0
82 2 9.355562454892684 3.853553669458699 -9.61803057124409 0 0 0
128 2 -7.0437719082631505 -18.531059557825966 -6.8742129670698615 0 0 0
37 2 -4.532759754322712 -19.666918954170352 -8.032189179040477 0 1 0
14 2 0.47176194117363246 -8.3117687375262 -8.276431211974685 0 0 1
121 2 14.213228474878237 2.9770712664199173 -6.7234550596957074 0 0 0
130 2 8.932280413824035 13.49698191176881 -8.58694074288384 0 0 0
27 2 9.57914127796567 -4.035476018231299 -7.303730442301483 -1 0 0
143 2 7.160333881674198 -0.5468263673413115 -6.500669252126591 0 0 -1
113 2 4.701829243948329 6.103047655225246 -6.5909252602373485 -1 0 0
50 2 16.108487864011945 19.483054555625795 -6.601622809340239 -1 -1 0
4 2 -5.503744069371877 -19.389990705125825 -3.971850926593056 0 1 0
122 2 18.405666713020704 -16.061090965351738 -4.2180150329940655 -1 1 0
107 2 18.95234962714351 -12.045515756212936 -4.412978305613764 -1 1 0
115 2 9.429870979829563 0.5919071771337602 -2.9404735241830853 0 0 0
119 2 17.480106133296406 17.14630721322272 -4.44348792819358 -1 0 0
38 2 -3.779725162828856 8.518414938363955 -4.807034338213539 0 0 0
101 2 0.7397522321293858 7.589852705041616 -3.8691515974592883 0 0 0
75 2 -18.583849768745306 14.982462470047974 -3.8015793982072044 1 0 0
95 2 13.022702991620292 -17.47244596724069 -2.4676253934303722 0 1 0
33 2 -6.218580286678243 -16.429682151865002 -2.7485271646305334 0 0 1
139 2 3.3913111613336104 -6.736272650984108 -0.6496755235429973 0 0 0
111 2 -3.8701109243662835 1.956834435588911 -1.8157446259654286 0 0 0
12 2 2.32043207145224 8.940603532117684 -2.2855892161480558 0 1 1
49 2 16.064407888314925 12.85509307663241 -3.335757254342694 -1 0 0
144 2 -7.937789462948876 6.875012256293489 -0.9234966294059315 0 -1 0
73 2 -1.3247607179985605 -10.11390850969595 0.9080190720485654 0 1 0
132 2 -1.7090559898034021 0.7608481118113611 1.9866990147696615 0 0 0
112 2 11.362405539897543 9.101140606356092 0.151767292088849 0 -1 0
15 2 17.027858386844617 14.984418705560937 2.837916765479905 -1 0 0
3 2 -1.9729860985895724 16.425205594804986 -2.3422163616362477 0 -1 1
147 2 -10.267302766459327 -18.390800738653788 2.390012426230828 0 1 -1
97 2 8.052460795075037 -13.372619538148973 1.5468800229742432 0 0 0
99 2 11.243214935439054 -7.582382214287308 2.3018882806948593 0 0 0
9 2 3.288795970020972 9.191562957136062 1.7315814547214 0 0 0
51 2 18.72944546765694 18.673144493150357 3.6081173528237422 0 0 0
61 2 4.36080323896789 -15.204706140734288 1.5746204584949868 0 1 0
